sensor_index,date_created,name,location_type,uptime,latitude,longitude
140430,1639183424,854 Expedition Trail,0,34800,46.62102,-112.02708
140914,1639695694,Meyers Conservatory,0,49203,47.734077,-122.59097
141386,1640115147,Montana Learning Center at Canyon Ferry Lake,0,5003,46.654556,-111.715675
141852,1640723692,Willis Point,0,56434,48.5636,-123.49571
142240,1641241038,Maplewood Sensor,0,57759,45.471226,-122.729324
142568,1641841062,"Cedar Park, Seattle, WA",0,24107,47.716045,-122.292656
142586,1641844295,Trail Creek,0,2288,45.60881,-110.83753
142602,1641844561,Steelhead Drive,0,22873,48.073505,-122.607895
142694,1641942858,Spokane Public Library The Hive Exterior,0,38291,47.65714,-117.367195
142692,1641942850,Spokane Public Library South Hill Exterior,0,9050,47.623695,-117.391075
142788,1642027033,Near Cottonwood and Johnson,0,28911,45.617428,-111.10577
142930,1642539885,Spokane Public Library Central Branch exterior,0,4294,47.659416,-117.425476
143124,1642989730,Woods Bridge,0,22377,45.211308,-123.95467
143614,1643325632,McSensor,0,23037,43.97633,-123.14325
143618,1643325757,Spokane Public Library Shadle Branch Exterior,0,31,47.700546,-117.4419
144822,1646779916,MULTCO B-324 ANIMAL SERVICES,0,53460,45.542217,-122.403625
144842,1646779977,MULTCO B-545 BHRC-BUSHONG BLDG,0,53460,45.522007,-122.67967
145020,1646953821,MULTCO B-165 McCOY HEALTH CLINC,0,204,45.527786,-122.67686
145040,1646954158,MULTCO B-455 YEON ANNEX,0,7500,45.511353,-122.46552
145196,1647460331,LAKEVIEW BLVD,0,24164,45.398823,-122.7323
145324,1647543387,MULTCO B-314 INVERNESS JAIL ROOF,0,31939,45.563625,-122.54403
145352,1647545012,MULTCO B-503 MULTNOMAH BLDG,0,16075,45.51236,-122.66014
145926,1648523578,AQSU-3B:CA,0,48592,48.423122,-123.35532
146152,1648593663,LRAPA-Office Flex 2,0,838,44.04629,-123.01203
146162,1648655962,LRAPA-Oakridge Flex 1,0,2847,43.74394,-122.4812
146498,1649113167,LRAPA-Oakridge Flex 2,0,938,43.74399,-122.480576
146502,1649113281,LRAPA-Office Flex 1,0,38258,44.046112,-123.01218
146550,1649189027,Karen Jones,0,12355,42.27781,-122.80676
146600,1649363289,KWAISSAQ120,0,7243,47.5635,-122.08796
146612,1649363436,Plains MH,0,1472,47.60248,-114.86549
146662,1649445015,Sparrow,0,1340,45.434753,-122.643776
146668,1649689933,Insignia-Outside-8**s,0,326,47.616413,-122.34279
146828,1649952727,Fox Trail Farm,0,15380,48.072624,-122.83422
146890,1649965387,KOHO,0,4196,44.30695,-124.10234
147120,1651768414,Hines Middle School,0,12065,43.57828,-119.070694
147226,1652223043,Rogue Valley Zipline Adventure,0,33942,42.394585,-123.0402
147246,1652283386,Boulevard Park,0,620,47.49948,-122.307945
147759,1653501380,Tamarack Ranch,0,20198,47.61361,-114.04481
147781,1653505769,Minnehaha,0,1216,45.666214,-122.62013
147821,1653582782,CTUIR 013 Eastern Oregon University,0,46000,45.317272,-118.09026
147863,1653588004,CTUIR 011 Cabbage Hill,0,2114,45.59957,-118.60551
147867,1653588037,CTUIR 019 Josephy Art Center,0,155,45.356045,-117.23044
147865,1653588019,CTUIR 11 Wallowa Homelands,0,690,45.573166,-117.51475
147879,1653588155,CTUIR 018 Elgin Public Library,0,144,45.565033,-117.92651
147993,1653677297,OLYM_NatureBridge,0,47607,48.0597,-123.7925
148051,1653919007,24th Ave &amp; Gladstone,0,21471,45.492584,-122.6413
148067,1654016567,NWCAA - Elizabeth Park,0,2660,48.760754,-122.48925
148071,1654016605,NWCAA - March Point,0,226,48.46467,-122.56113
148305,1654124112,MOUNTAIN foothills,0,7395,46.714867,-122.17972
148729,1654817005,5016 Northport-Waneta Rd,0,50214,48.9657,-117.653915
148741,1654817559,Evans wa,0,5443,48.73735,-118.04995
148747,1654817570,Flat Creek Rd,0,18525,48.91014,-117.81168
148745,1654817566,Wilcox Rd Northport,0,11954,48.88385,-117.80006
148755,1654817583,Valley Westside rd,0,9665,48.50546,-117.94195
148759,1654817590,Inchelium Clinic,0,1372,48.296745,-118.20363
148763,1654817599,Deschutes Public Library - Downtown Bend - Outdoor,0,46,44.057186,-121.316345
148761,1654817594,Deschutes Public Library - Admin - Outdoor,0,51539,44.056347,-121.31722
148767,1654817614,1510 Silver Queen rd,0,30039,48.561203,-118.11624
148775,1654817626,Gifford,0,3206,48.255016,-118.13132
148773,1654817623,E Hawthorne Ave,0,25231,48.53607,-117.893745
148777,1654817629,Deschutes Public Library - Sisters - Outdoor,0,1746,44.29143,-121.544914
148783,1654817663,Fumi Circle rd,0,30097,48.622433,-118.10432
148781,1654817659,Nespelem Senior Meal Site Outdoor Sensor,0,180,48.165836,-118.978516
148785,1654817665,E Columbia Ave,0,564,48.541275,-117.90981
148791,1654817702,Putnam Re,0,3204,48.238533,-118.16234
148789,1654817672,Rice fire station,0,3228,48.42854,-118.167244
148795,1654817714,Deschutes Public Library - La Pine - Outdoor,0,60,43.674515,-121.50444
148805,1654820259,Habitat for Humanity/ReStore,0,13880,44.06969,-121.30342
148809,1654820282,Deschutes Public Library - East Bend - Outdoor,0,14232,44.054043,-121.27064
149001,1654892515,Natchos,0,50214,48.89126,-117.83731
149410,1655248456,LittleBrook0,0,1886,47.7309,-122.2938
149774,1655422022,Murphy Rd,0,15300,44.020348,-121.30922
149982,1655501332,Bigfork Fire Department Station 31,0,8005,48.066105,-114.08141
150004,1655501361,Evergreen SD - NETCHD,0,3198,48.309425,-118.13898
150010,1655501368,Northport School District - NETCHD,0,11581,48.911194,-117.78939
150008,1655501367,107 SW Columbia,0,14474,44.04998,-121.32795
150018,1655501378,Curlew SD - NETCHD,0,6879,48.875053,-118.60383
150026,1655501388,Colville School District - NETCHD,0,30355,48.544647,-117.8765
150068,1655754256,Trout Lake School,0,9561,45.989426,-121.5157
150194,1655770972,Wapato Community Center,0,22633,46.4384,-120.4166
150276,1655771915,Talache,0,18610,48.124256,-116.47939
150318,1655775885,OP_GF Overlook Park,0,6233,47.494312,-111.30334
150350,1655777576,FE_KL Flathead Electric,0,19839,48.200516,-114.305466
150382,1655842740,YN Water Code,0,34630,46.44967,-120.42074
150474,1655859129,NC_NCORE_ESC,0,9916,46.850487,-111.98716
150516,1655859802,MS_Msla Boyd Park,0,26047,46.842297,-114.02058
150524,1655859898,LB_Libby Courthouse Annex,0,9226,48.391666,-115.55223
150568,1655860299,ML_Malta,0,29893,48.317516,-107.86223
150850,1655945577,Outside Galiwatch,0,10762,48.938847,-123.492935
150894,1656023925,SSIT,0,21930,48.319595,-121.55353
150906,1656023999,SSIT-NRD,0,47480,48.263905,-121.64115
150922,1656024560,CC VS WSMART3,0,142,43.210163,-123.3474
150940,1656024617,Cow Creek Health and Wellness,0,1342,42.938534,-123.28039
150948,1656024644,Cow Creek Tribal Government Offices,0,962,43.238663,-123.35232
151120,1656111552,NE 81st St,0,19331,45.681885,-122.501595
151328,1656366912,Admin building,0,18712,48.05392,-122.25712
151356,1656367218,Juniper Ter,0,23090,45.468647,-122.80785
151376,1656367444,Courtyard,0,5340,48.06689,-122.28395
151384,1656371819,BT_SO_PHX_OUTDR_09,0,32881,42.263958,-122.815605
151446,1656444432,CTUIR 029 Wallowa Lake State Park,0,14126,45.281307,-117.21213
151528,1656460862,RiverRock Subdivision,0,49204,45.77502,-111.216515
151538,1656460891,Garage,0,20121,45.726337,-111.13734
151748,1656523519,CTUIR 024 Sumpter Public Library,0,1060,44.744274,-118.20208
151796,1656528145,CTUIR 023 Haines Public Library,0,18466,44.9129,-117.9377
151934,1656546180,FrogPond,0,32079,47.599236,-122.14419
151964,1656546260,Hermitage,0,2340,42.13563,-123.24118
152022,1656624243,BurkeHQ,0,15300,44.01276,-121.33013
152082,1656633244,BT_SO__PHX_OUTDR_02,0,7233,42.272987,-122.814674
152110,1656633705,Crestline,0,1952,47.599903,-117.37889
152112,1656633711,Air Quality,0,12828,43.027336,-112.43398
152138,1656633778,Chloe Lane,0,66589,44.023853,-121.282295
152148,1656633804,OC&amp;E,0,30955,42.195415,-121.71393
152162,1656633835,East Gig Harbor,0,10969,47.335354,-122.56708
152178,1656633870,JP,0,13178,42.35248,-122.9625
152182,1656635787,SOU Stadium,0,35678,42.188595,-122.69136
152372,1656716904,Kitten and Teets,0,18328,47.026962,-122.95499
152388,1656790942,East Olive,0,14189,47.616177,-122.30321000000001
152432,1657035470,Ladd’s Addition,0,48736,45.50683,-122.64744
152460,1657047959,Broadway Park West,0,23090,48.764793,-122.47697
152624,1657063134,171st &amp; Dubuque,0,1740,47.964336,-122.00739
152660,1657063292,Pine Grove Rd,0,4572,42.1987,-121.64764
152674,1657063324,BT_SCV_OUTDR_6,0,10853,44.677345,-123.21734
152890,1657141477,Retirement Home outside,0,17494,48.06141,-122.27762
152904,1657141558,Community Health outdoor,0,1476,48.065403,-122.28532
152938,1657149023,Outside CH,0,2959,43.455254,-110.87761
152936,1657149019,BT_SO_TAL_OUTDR_08,0,32881,42.232372,-122.76423
152956,1657149064,E. ROSS FORK RD,0,2738,43.022095,-112.411896
152964,1657149080,Touchmark,0,2236,44.034737,-121.330986
153008,1657149169,BT_SCV_OUTDR_3,0,25114,44.669178,-123.27027
153012,1657149174,"The Cliffs, Manastash",0,43140,46.96576,-120.722565
153556,1657236439,Mariposa Lane,0,70255,44.18597,-121.374756
153564,1657236453,Mt. Ashland Ski Area,0,31461,42.08172,-122.70476
153576,1657236483,Outdoors,0,30294,44.094223,-123.079735
153826,1657578841,Crystal Lake NE,0,778,47.781727,-122.10008
153886,1657586288,AirSensor,0,18540,42.428577,-112.107475
153934,1657647680,Lowmeister Bay,0,22390,47.436527,-116.795784
153942,1657647784,MontereyAQI_01,0,842,47.482742,-122.1921
153940,1657647783,MULTCO B-614 ROCKWOOD LIBRARY (EXTERIOR),0,250,45.519505,-122.479164
153944,1657647785,Rural,0,22047,45.4719,-122.62505
153950,1657647824,Port of Portland,0,13,45.594624,-122.769264
153948,1657647821,"Coal Creek, South Side Lyman Hill",0,9891,48.539783,-122.164314
153963,1657647979,Sunset,0,130,44.122177,-121.320854
153967,1657647982,Mountain Springs Lodge,0,12913,47.76787,-120.65309
153973,1657648028,Saint George's School,0,33580,47.76677,-117.46835
153979,1657648197,PMO,0,12,43.791542,-120.94099
153977,1657648194,Failla Wines,0,29374,45.45057,-123.162605
153999,1657648669,Doran Rd,0,5002,48.678024,-122.19379
154053,1657660366,Rivergrove Out,0,3216,45.38467,-122.73443
154099,1657662922,nomad,0,31576,44.038994,-122.98015
154191,1657666044,Fire Mountain Gems &amp; Beads,0,1436,42.43754,-123.31249
154193,1657666045,YELL Heritage &amp; Research Center,0,16,45.031963,-110.71382
154239,1657666599,LC,0,17124,45.87106,-122.6749
154257,1657667605,Northside Soccer Fields,0,124,45.66095,-110.58247
154323,1657742720,DawnMill,0,51366,47.906254,-117.8233
154329,1657742739,Stehekin Silver Bay,0,11154,48.32022,-120.67678
154339,1657742754,Stonebrook Ranch,0,51934,48.01923,-117.76587
154337,1657742752,Kachess Ridge,0,12695,48.572433,-121.7676
154341,1657742758,Loyal Heights,0,1474,47.69003,-122.387215
154351,1657742781,Autumn Trail,0,10065,45.2673,-111.334885
154363,1657742801,Gold Creek,0,59892,46.521763,-112.99272
154381,1657742827,Wild River,0,62021,43.74095,-121.60709
154389,1657742842,7022 S Brookshire Ct,0,426,47.589657,-117.39891
154407,1657745008,Jannette Ct,0,45540,44.0499,-123.04057
154411,1657745012,KCPH - Bly Water District,0,28111,42.399174,-121.0441
154477,1657747133,Adaptive Seed Farm,0,19735,44.33122,-122.83482
154517,1657749377,LetteredStreets,0,55725,48.76132,-122.4861
154543,1657749403,Macalpine Loop,0,15286,44.041958,-121.38262
154587,1657749573,Beaver Valley Lodge,0,12922,47.757835,-120.65814
154609,1657750688,Crossroads,0,2152,48.307636,-120.063034
154619,1657750701,Monument Drive,0,9959,42.553864,-123.383934
154645,1657751572,Marsh Orchid Dr.,0,5272,44.0873,-121.27787
154653,1657751578,Cunningham Park,0,7468,46.59715,-112.05628
154657,1657751582,Riverfront,0,4872,46.867928,-114.00043
154713,1657824859,CSKT-Polson Middle School,0,14934,47.679165,-114.16868
154719,1657824867,somerset 138th,0,22345,47.564667,-122.15683
154723,1657824870,West Jacksonville Hills,0,16789,42.322056,-122.98546
154731,1657824878,Cascade,0,256,44.481995,-116.00805
154761,1657834386,Icicle Creek,0,4992,47.555767,-120.77316
154779,1657835470,NE 170th and 10th,0,35013,47.752396,-122.3194
154777,1657835463,Florence Acres/Woods Lake,0,1830,47.883293,-121.84589
154795,1657836809,Badger Outside,0,41592,44.5393,-123.2889
154829,1657837182,Silver Lake &amp; Black Mtn Rds,0,54546,48.95622,-122.07589
154855,1657837670,Fay-ish,0,4728,47.690674,-122.50586
154865,1657837904,Redwood Nursery,0,38878,42.421688,-123.35331
154889,1657838243,Wagner creek,0,1478,42.2067,-122.78912
154893,1657838373,Wapato outdoor,0,2522,46.445156,-120.44238
154897,1657838381,East Wenatchee AV,0,70218,47.44141,-120.2903
154937,1657910368,311th NE &amp; NE 139th Duvall,0,42769,47.72228,-121.91993
154941,1657910371,"Cascade Way, Longview WA",0,42615,46.15012,-122.93769
154945,1657910413,"Packwood, WA",0,36028,46.61023,-121.65736
154957,1657910633,"Land’s End, Magnolia, Seattle",0,42900,47.669895,-122.40851
154963,1657910695,Proctor/North End,0,34375,47.273067,-122.500404
154973,1657910813,North side breezy area,0,39632,47.47858,-122.201035
154987,1657910925,Camden Trails,0,34177,47.632435,-122.00826
154985,1657910922,SHR's,0,25356,47.611755,-122.1679
154991,1657910984,Brender Canyon,0,29136,47.504288,-120.55636
154997,1657912475,Garden District,0,23092,47.675888,-116.777275
155011,1657912791,181st and Wallingford,0,43864,47.76014,-122.338715
155035,1657915518,Benoit St,0,16093,47.769,-116.80024
155047,1657915876,Gold Bar,0,46035,47.83441,-121.64407
155063,1657916524,W. Beacon Hill Drive,0,17393,46.17556,-122.941765
155077,1657916701,Sultan Elementary School,0,63145,47.866295,-121.815285
155083,1657916808,88:E8,0,9437,47.508095,-122.61476
155091,1657916889,Northwood,0,5769,43.6919,-114.36997
155103,1657917075,Sensor 1,0,39207,47.641293,-117.41228
155109,1657917145,Sultan Middle School,0,26238,47.86945,-121.81706
155133,1657917633,ElkAndMoose,0,344,43.62314,-114.352715
155145,1657922426,Whitetail Ranch,0,4246,46.611652,-114.058075
155149,1657922546,Sun Valley,0,21165,43.689007,-114.35295
155161,1657923027,Nooksack,0,44119,48.92603,-122.32184
155167,1657923431,Tolt Pipeline Lollipop Hill,0,21,47.736668,-122.103745
155181,1657925063,Elkhorn,0,3812,43.675755,-114.32501
155187,1658155783,Waterhouse,0,6264,45.52268,-122.84416
155193,1658168920,Tumwater Hill,0,43145,47.012264,-122.91956
155203,1658169003,Wilds of Snohomish,0,53422,47.79796,-122.06875
155229,1658172468,Tolt Highlands,0,8731,47.674843,-121.88566
155233,1658172494,Fox Hollow,0,23038,43.952614,-123.13192
155255,1658172663,Juniper Beach,0,48702,48.230667,-122.40131
155273,1658173363,Home,0,55218,47.859413,-122.30983
155277,1658173749,Lincoln,0,22089,42.116142,-122.43748
155281,1658176585,House,0,10091,47.734077,-122.28801
155297,1658176914,Big Bend Sky River Manor,0,1276,47.839752,-121.63688
155321,1658177843,Sussex Drive,0,40654,48.77732,-122.42923
155347,1658178595,Bungalow,0,24354,44.084797,-121.32241
155377,1658180530,Eastwind,0,68229,47.65933,-122.70945
155381,1658180556,Mountain High,0,15300,44.00409,-121.30493
155387,1658180726,Point Edwards,0,48251,47.80399,-122.39217
155391,1658180808,Alger,0,28816,48.626137,-122.36885
155389,1658180727,Eatonville - Triangle Marsh,0,11974,46.857773,-122.29087
155393,1658180810,Canyon Creek,0,6635,47.646202,-122.00365
155403,1658180980,"Cottage Grove, N Delridge, West Seattle",0,43269,47.557404,-122.36427
155407,1658180996,Gazebo,0,52058,44.9427,-123.09754
155427,1658181700,Omaha Road,0,10147,44.321606,-121.52394
155705,1658259765,Oak Harbor,0,24540,48.31071,-122.66191
155711,1658259845,Lake house,0,1828,47.984398,-122.06887
155719,1658261636,molasses &lt;3,0,5535,47.467663,-122.15335
155725,1658261640,Shoal Bight,0,70804,48.45251,-122.814064
155729,1658261770,"SE Green Lake, Seattle WA",0,5356,47.66628,-122.325165
155747,1658264782,Langford South,0,2683,48.415936,-123.52463
155745,1658264781,Icicle Creek,0,4992,47.60354,-120.82841
155751,1658264805,Goldcreek,0,24575,47.75028,-122.14363
155753,1658264956,Hollywood Hill,0,24576,47.7399,-122.12232
155763,1658265132,Wahl Rd,0,2008,47.974503,-122.54543
155761,1658265132,Cleveland Hill Rd,0,21785,43.26784,-123.46676
155775,1658268573,Chez Weblard,0,58995,47.636433,-122.34853
155783,1658268742,The Overlake School - Lower Fields,0,14180,47.695023,-122.07313
155787,1658268758,The Glaister’s,0,21617,47.67692,-122.04952
155811,1658268946,Topaz Farm,0,5855,45.652866,-122.82281
155847,1658269100,Tracyton,0,4156,47.610546,-122.64613
155883,1658269312,Westwick,0,7213,47.907413,-122.03081
155919,1658271577,Kings North,0,24867,44.08366,-123.05856
155921,1658271620,Squak Mountain - BIG BEAR,0,41558,47.5304,-122.05089
155933,1658271753,Haller Lake,0,19864,47.726677,-122.33047
155937,1658271816,Dayton,0,436,47.717937,-122.352585
155947,1658271886,Wilburton,0,21557,47.611675,-122.16698
155945,1658271884,BakerBoothies,0,25868,48.88225,-121.91857
156007,1658343646,Briarwood,0,7811,47.47352,-122.124176
156025,1658345552,Chenoweth,0,12514,45.629776,-121.24637
156097,1658353493,Front Entryway,0,1,47.55676,-122.02429
156189,1658353869,Carnation 51st St,0,28684,47.65321,-121.90276
156195,1658354046,UVic BWC,0,55165,48.462242,-123.30866
156197,1658354144,Riverbend WA,0,2844,47.467102,-121.741615
156207,1658354269,Greenwood East,0,22410,47.697605,-122.34709
156215,1658354278,terra linda,0,25637,45.532368,-122.812645
156235,1658354576,CTCLUSI-CB,0,12793,43.38175,-124.26392
156243,1658354623,Lola Studios,0,4259,47.71677,-121.909485
156241,1658354617,Merry Canyon,0,23181,47.71522,-120.6096
156251,1658354673,Skyline Crest,0,11968,45.52902,-122.754845
156257,1658354700,Oak Hill School - Outside,0,13206,44.007584,-123.02696
156277,1658355003,Oregon Episcopal School,0,51,45.474186,-122.75453
156285,1658356012,Home,0,19561,47.762928,-122.01623
156371,1658437087,Goldbar Elementary School,0,58682,47.85728,-121.69651
156375,1658437125,KayakHouse,0,52142,48.11274,-123.41137
156391,1658438225,Flow Test,0,5172,43.756615,-122.46111
156403,1658438502,West Chaparral,0,55613,44.583675,-123.36161
156409,1658438780,Tao Fawu Monastery Outside,0,57667,48.894356,-122.28086
156415,1658438850,Finn Hill,0,31693,47.72868,-122.24133
156413,1658438848,Evans Creek Apts Redmond,0,1886,47.66265,-122.090935
156435,1658439306,116thSt,0,10167,47.892952,-121.940506
156463,1658440995,Upper Fauntleroy,0,53995,47.520172,-122.3782
156467,1658441034,Morse Ranch,0,22497,44.02162,-123.098724
156499,1658441560,Owl's Roost,0,52355,47.300358,-122.42916
156497,1658441558,Sheldon High School,0,70795,44.082375,-123.07229
156509,1658441681,LaGrande,0,23557,46.83507,-122.319275
156519,1658441928,Estates at Cougar Mountain,0,9642,47.52983,-122.07136
156543,1658442405,South Eugene High School,0,52915,44.037537,-123.08572
156541,1658442405,Custer Sch Rd No. of BB/Lynden,0,38690,48.94765,-122.63399
156547,1658442480,Haines Wharf,0,23269,47.8471,-122.33644
156561,1658442633,Star Farms,0,21388,44.215084,-123.40795
156575,1658442822,Auchenhaus,0,34482,47.593895,-120.67044
156611,1658523056,Sunrise and Day,0,4081,47.680122,-122.510124
156613,1658523063,Kiernan Lab,0,40750,47.691498,-117.462555
156625,1658523077,Glenwood,0,3998,48.426815,-114.34693
156693,1658525093,Pine Ridge Air Monitor,0,3510,47.8143,-122.3456
156775,1658770687,NCA - Urban League of Portland - North,0,1073,45.539516,-122.67273
156807,1658773476,Ham Guy: Mountlake Terrace,0,56010,47.79584,-122.293365
156815,1658773576,Cummings_Lake,0,4992,48.122402,-122.34314
156821,1658773692,145th and Sandy,0,32673,45.551495,-122.51339
156825,1658773728,Mountlake Moose,0,21517,47.780277,-122.296
156829,1658774089,Mojo Dojo Casa House,0,1890,45.548077,-122.5216
156891,1658779555,Ash Street,0,18548,45.521313,-122.60626
156899,1658779660,purpleair127th,0,1890,45.54649,-122.53222
156913,1658783774,ankeney out,0,22047,45.522186,-122.619545
156929,1658785427,Woodstock,0,15850,45.483112,-122.61648
156935,1658785472,Olympic Hills,0,43028,47.72865,-122.301254
156965,1658785689,"Richard Lane, Elma WA",0,984,47.01328,-123.424324
156981,1658786203,Kentwood,0,60004,47.373394,-122.135826
157069,1658868043,Overlook,0,6075,45.56306,-122.68687
157075,1658868490,Leach Botanical Garden,0,1890,45.47495,-122.536156
157077,1658868612,Gatewood Hilltop,0,40347,47.54102,-122.380066
157083,1658868949,NorthBeach,0,436,47.695576,-122.39228
157089,1658868968,Willamette Sparks Center,0,34598,44.934788,-123.02956
157125,1658869460,Beckstrom Hill,0,71432,47.77266,-122.204315
157151,1658870243,Bald Rock Road,0,54119,48.292023,-114.44564
157155,1658870312,Hollybrook,0,55430,47.648685,-122.11231
157175,1658871554,Watch Hill,0,4860,47.57598,-122.52192
157173,1658871553,Stayton Middle School,0,15711,44.810814,-122.80404
157177,1658871608,77&amp;2nd,0,8173,47.68503,-122.32698
157181,1658871748,Shore Rd,0,25826,48.098186,-123.25884
157187,1658871867,Brightwood,0,4860,47.63271,-122.57225
157197,1658871988,Pack Forest,0,28614,46.843777,-122.31239
157203,1658874796,Mirkwood,0,7776,47.77261,-122.08058
157387,1659133826,Kettle Falls School District Office,0,3,48.610386,-118.06032
157607,1659389084,AndersonIslandOroBay,0,4994,47.132835,-122.69635
157653,1659391828,Cascade Scout Reservation,0,902,47.97588,-121.88691
157677,1659392159,ErraticAir,0,23715,47.681942,-122.297455
157741,1659476077,Ardmore,0,55734,47.637928,-122.12017
157943,1659534761,Port Angeles South,0,27046,48.100246,-123.44663
157977,1659556661,Riverim,0,15280,44.01191,-121.34879
157983,1659563948,MorinTrailhead,0,27066,47.697765,-117.50068
158001,1659564010,PWPAW1,0,28829,47.74421,-122.33731
158009,1659564097,Building Cure,0,12370,47.616673,-122.33384
158327,1659646752,2904 China Hill Lane,0,14530,46.323486,-124.01003
158563,1659737196,Marlow Rd,0,4021,43.905678,-123.21374
158571,1659737555,1st Ave NE &amp; 92nd St,0,436,47.69651,-122.32823
158569,1659737541,Prairie Ridge 4,0,33156,47.141445,-122.14122
158835,1660077083,DEQ003,0,27855,46.847404,-114.009346
158837,1660077142,DEQ006,0,31717,48.394115,-115.57126
158841,1660077146,DEQ005,0,12092,46.399277,-112.728424
158847,1660077208,DEQ017,0,14790,47.465797,-114.88528
158845,1660077206,DEQ001,0,646,46.849854,-114.057465
158865,1660077377,DEQ012,0,37983,45.19547,-109.24038
158871,1660077399,DEQ010,0,65171,46.614594,-112.04881
158875,1660077448,DEQ014,0,7939,45.643307,-109.255455
158893,1660077649,DEQ011,0,1192,46.594837,-112.01898
158897,1660077676,DEQ018,0,6802,47.164505,-114.08239
158955,1660081517,DEQ007,0,4139,48.406837,-114.3262
159263,1660246307,ScienceWorks Outdoor Air,0,48711,42.193226,-122.68901
159429,1660322809,Homestead Ranch,0,10209,48.065865,-122.10667
159433,1660322811,Sunnyside,0,4090,44.075527,-123.12436
159783,1660680231,Outdoor Air Ashland Library,0,51019,42.193798,-122.70951
160147,1661192599,Salt Creek,0,9754,44.996346,-123.36539
160211,1661198458,Crescent Harbor,0,22615,48.30672,-122.588776
160343,1661207105,Alder Ridge,0,21205,47.28592,-122.29981
160351,1661207126,Top of Leonard St,0,34273,42.180443,-122.694885
160357,1661207130,Crestwood,0,21485,45.454803,-122.73458
160375,1661207214,HL-ANA,0,64952,48.482544,-122.63351
160379,1661207221,GlenmorrieCF,0,52488,45.39934,-122.6605
160401,1661207467,Northwood_Bothell,0,7474,47.781178,-122.23643
160419,1661207791,Summerhill Dr,0,15302,44.06829,-121.35864
160645,1661791309,Netarts,0,18499,45.41948,-123.93581
160847,1661888822,Crockett Magnolia,0,42325,47.637875,-122.39143
160919,1661981777,Meadowbrook,0,33321,47.701458,-122.29369
160963,1661981901,Northbourne Farm,0,34115,47.456696,-122.448654
160977,1661982022,12638,0,47537,47.41036,-122.17174
160981,1661982423,Finn Hill,0,44579,47.72226,-122.22763
160997,1661982797,Christianson Passive House,0,8402,44.542282,-123.28723
161127,1662059357,Bunker Hill,0,70575,43.351322,-124.2037
161129,1662059378,purple reign,0,9371,44.03645,-123.07375
161199,1662422139,Balcony (Shaded),0,31948,45.536236,-122.79568
161399,1662573674,Fish farm,0,9713,48.140114,-119.09871
161415,1662573696,Timentwa Ranch Outside,0,4994,48.449326,-119.30895
161419,1662573702,South Third Street,0,1620,42.29606,-122.97322
161433,1662573725,PSIS Outside,0,49061,48.372837,-119.44689
161439,1662573853,Public Works Outdoor Sensor,0,40560,48.130608,-118.9741
161453,1662573976,Camas Paklands,0,22121,45.626694,-122.4483
161471,1662574944,Columbia Gorge Food Bank,0,23093,45.62435,-121.1998
161547,1662577061,Marysville WA,0,11974,48.070248,-122.17155
161597,1662671618,Columbia City,0,120,47.562637,-122.28818
161607,1662671627,NE 52nd Ave,0,6848,45.56723,-122.608864
161647,1662671809,Paradise Ridge HHS,0,942,45.651333,-121.33605
161965,1663012093,DRW#1,0,15280,43.985416,-121.36081
162111,1663027807,Bruce's backyard BBQ and basket weaving,0,3373,47.859333,-121.99225
162259,1663101336,Dubuque Drop Box,0,898,47.962917,-121.96705
162261,1663101339,SWRTS,0,14542,47.805256,-122.3157
162283,1663101469,NCRTS,0,438,48.174004,-122.14715
162281,1663101469,Granite Falls Drop Box,0,10007,48.0647,-121.93545
162291,1663101480,Sultan Drop Box,0,26240,47.864887,-121.789314
162313,1663102239,Wenberg,0,26533,48.136517,-122.284996
162317,1663102255,ARTS,0,11279,47.898888,-122.26743
162383,1663102509,Skykomish SD,0,12489,47.70943,-121.362595
162513,1663182257,Richland Admin,0,14220,46.34558,-119.31693
162569,1663182945,Indian Memorial Bear Hollow,0,2188,42.248623,-122.54672
162573,1663182948,River West,0,5199,44.057884,-121.33091
162579,1663182955,"Hood River, half way up the side",0,19238,45.706085,-121.50982
162599,1663182983,Schoentrup Ln,0,832,46.40235,-120.25317
162607,1663182991,Tolman Creek  Canyon,0,888,42.15803,-122.67283
162615,1663183080,1880 Ranch,0,6640,44.009804,-121.17879
162633,1663183200,Blake-Sherwood,0,41984,45.366116,-122.85626
163767,1663699990,Rocky,0,2024,47.95525,-122.01955
163811,1663704941,14th and Howell,0,1316,47.61792,-122.31428
163849,1663707143,LRAPA-Meadow Way Outside,0,5176,43.75303,-122.45262
164209,1663882421,Ziggy's Palace,0,18664,47.69462,-122.34857
164353,1663954366,East Newton Outside,0,6758,47.63704,-122.316864
164367,1663954390,Westport Lane,0,13638,46.284,-119.17607
164369,1663954407,"Cherry Blossom Ln. Newhalem, WA",0,41,48.671665,-121.253685
164375,1663954412,"37029 Hwy 62, Chiloquin, Oregon",0,426,42.56114,-121.899796
164411,1663954608,Bushpig HQ,0,26955,47.706554,-122.0825
164431,1663954772,Fancher Bench,0,24056,47.453148,-120.284645
164437,1663954900,Northridge Dr,0,2916,48.219612,-114.343414
164441,1663955171,Lake Marcel,0,66764,47.690044,-121.913055
164451,1664204078,Dogwood Place,0,30769,43.702183,-116.34955
164449,1663962946,Dunlap,0,23092,47.527496,-122.26557
164461,1664223948,Jerome Prairie,0,25979,42.39328,-123.43713
