sensor_index,date_created,name,location_type,uptime,latitude,longitude
89569,1605217595,Mid-Columbia Libraries West Pasco Branch,0,37,46.275047,-119.18928
89609,1605217869,Geneva SE,0,15708,48.74342,-122.39294
89619,1605218338,Saanich - Tattersall,0,44641,48.45742,-123.363785
89661,1605224303,Mid-Columbia Libraries Othello Branch,0,35646,46.826344,-119.173904
89679,1605225867,Cooper Hollow,0,9738,44.845688,-123.32065
89775,1605291121,Northwest Whitefish,0,1164,48.472958,-114.428925
89887,1605547959,Chapman-1,0,25476,45.53412,-122.709724
89917,1605548410,Alders Ave,0,60713,48.847656,-123.49839
89959,1605548610,Mid-Columbia Libraries Connell Branch,0,7701,46.66074,-118.86061
89965,1605548620,Mid-Columbia Libraries Prosser Branch,0,52498,46.204872,-119.76551
89981,1605549394,Mid-Columbia Libraries Kahlotus Branch,0,686,46.64232,-118.55514
90029,1605550746,Cowichan Estuary Nature Centre,0,8395,48.742718000000004,-123.6271
90067,1605550960,Brown Mtn,0,55929,48.866234,-119.177414
90073,1605550975,195 N First St,0,2,46.008457,-122.84484
90079,1605550988,Mid-Columbia Libraries Kennewick Branch,0,13680,46.193905,-119.18129
90089,1605551272,North Creek,0,18,47.823402,-122.199036
90097,1605551300,TIVFD,0,51836,48.98889,-123.677376
90167,1605554295,UrbanRedbarn,0,28324,45.70565,-122.6903
90177,1605554497,RFKOutpostAirQuality,0,63864,47.495716,-122.169174
90217,1605555077,Redwood,0,5800,47.45562,-122.452484
90227,1605558718,Mid-Columbia Libraries Merrill's Corner Branch,0,36985,46.460236,-119.11205
90303,1605561169,Rice-NETCHD,0,3228,48.46533,-118.10311
90353,1605561268,Newport Office - NETCHD 5,0,27854,48.1862,-117.048836
90365,1605561284,neighbor uses a wood stove,0,20677,42.18567,-122.71209
90399,1605562337,Phillippi,0,2752,43.619904,-116.2489
90431,1605632468,Klickitat County Health Department,0,17439,45.729527,-121.48061
90477,1605636539,East Chaparral Drive,0,22103,44.580807,-123.34521
90595,1605648419,///Pies.Pots.Hails,0,37663,47.692326,-122.186844
90741,1605650917,Victory Heights,0,1881,47.717545,-122.30719
90847,1605653984,GKAL,0,22782,47.491673,-122.5334
91019,1605741921,EoR Sensor,0,11595,44.10578,-121.392654
91077,1605813260,Tristar Dr,0,41067,44.10175,-121.285545
91113,1605817398,Brasada Ranch,0,27504,44.15709,-121.04719
91129,1605820023,SW Troon,0,15302,44.049816,-121.34051
91137,1605820058,Mid-Columbia Libraries Keewaydin Park Branch,0,52198,46.205044,-119.122475
91145,1605820106,Newport Shores - Upper Cascade Key,0,4062,47.570873,-122.191505
91417,1605893050,Granite St,0,7521,42.1888,-122.71944
91431,1605893112,Lower Gleneden,0,71359,47.795086,-117.39558
91437,1605893188,Shady Beach,0,11067,44.928238,-116.061455
91591,1605901208,Spokane Hills,0,12320,46.61797,-111.78137
91613,1605906421,Raintree,0,2620,47.02501,-122.87024
91827,1606157352,T and B,0,6991,45.477795,-122.64573
91861,1606157461,NCA-24th-Raleigh-Outside,0,50778,45.534042,-122.70075
91863,1606157525,WallaceElem,0,146,46.13445,-122.912415
91885,1606157621,Athens,0,52144,46.204655,-123.38325
91903,1606160388,East Eliot,0,18659,45.539993,-122.66046
92025,1606171200,Klickitat County,0,7727,45.81619,-121.154144
92055,1606235918,Volunteer Park (West),0,3886,47.631687,-122.31856
92511,1606755563,Duncan College Street,0,43471,48.786175,-123.71781
92557,1606759299,Danver Alpine,0,19531,46.990746,-123.03274
92573,1606776516,"North Hazeldale park, Aloha",0,13670,45.478825,-122.87894
92613,1606779712,The Ridge,0,15288,44.0289,-121.32606
93173,1607534782,NWCAA - City of Blaine,0,2,48.992886,-122.74715
93189,1607534846,NWCAA - Concrete Elementary,0,59645,48.532047,-121.758675
93201,1607535160,17th Ave E and E Roy,0,15758,47.624973,-122.30942
93255,1607535465,NWCAA - Bellingham South 1,0,6139,48.713364,-122.448524
93271,1607535572,Seaview,0,38642,47.543922,-122.40001
93309,1607536564,"Harper, OR",0,8707,43.87127,-117.63006
93429,1607547562,Fiver,0,53553,45.544655,-122.617256
93437,1607547592,44632 CC,0,25160,47.8543,-114.29138
93873,1607962316,EAS_PA_037,0,22997,48.444687,-123.47554
93925,1607962430,Lyman Hill,0,3620,48.568615,-122.20581
94013,1607970825,Valley School District-NETCHD,0,51935,48.16952,-117.720856
94041,1607972797,Bethany,0,11968,45.55698,-122.840935
94043,1607972798,Chandler Loop,0,37294,45.34395,-118.07099
94049,1607972807,Finley Point,0,2770,47.766964,-114.074554
94067,1607972876,Ames Lake East,0,20300,47.640568,-121.95189
94141,1607974329,"Southwest Bend, OR",0,9532,44.02093,-121.33463
94149,1607974360,Holden House,0,36067,47.53362,-122.29269
94169,1607974467,Outside,0,9619,43.47707,-110.74902
94189,1607977707,Four Graces- Doe Ridge,0,8152,45.322628,-123.13005
94203,1607977780,NWCAA - Custer Loomis Trail Rd,0,10162,48.95068,-122.55436
94279,1607980095,300 Block 18th Ave E,0,4190,47.62099,-122.3084
94313,1607980197,Winterhaven,0,4994,48.41878,-120.11735
94319,1607980229,First Addition,0,35203,45.42051,-122.67116
94341,1607982966,Ardmore,0,24195,47.63471,-122.11943
94399,1608056043,"White Salmon, WA",0,19239,45.725227,-121.48081
94421,1608057290,Greenleaf,0,10115,47.87423,-122.12532
94429,1608057318,Shed,0,436,47.72127,-122.30897
94449,1608057674,Strand East,0,40877,45.507664,-122.67221
94461,1608064668,Island View,0,6407,48.734962,-122.7162
94607,1608067167,Columbia School District-NETCHD,0,562,48.119785,-118.203835
94615,1608067276,NWCAA - North Galbraith,0,15708,48.743584,-122.42498
94745,1608145460,Trent,0,51677,47.171455,-122.45703
94905,1608151687,MVCC Ambassador @ Cub Creek,0,11608,48.56318,-120.20421
94927,1608153747,NWCAA - Sudden Valley,0,551,48.721222,-122.35706
94971,1608154418,NWCAA - Fairhaven,0,67230,48.71977,-122.50614
95145,1608228321,Historic Downtown,0,1830,47.91572,-122.09798
95149,1608228341,NWCAA - Cascadia Elementary School,0,11220,48.865875,-122.618195
95189,1608230023,MV Ambassador @ Little Start School,0,63559,48.47197,-120.179726
95305,1608232702,NWCAA - North Shore Rd,0,69349,48.743755,-122.329636
95345,1608240695,"MVCC Ambassador @ Lucky Jim (1,956 ft.)",0,34586,48.540825,-120.33466
95385,1608325323,City of Newberg @Senior Center,0,50726,45.324753,-122.97884
95397,1608325373,Top of the Hill Queen Anne,0,424,47.64073,-122.35506
95513,1608576849,Bickleton School,0,7727,45.999325,-120.29228
95809,1608589855,Crystal River Ranch,0,1402,47.106346,-121.608284
95821,1608590672,Loon Lake School District-NETCHD,0,10,48.06498,-117.63149
95929,1608671630,NWCAA - Langley,0,63606,48.03912,-122.40984
95933,1608671672,Phinney Ridge,0,35551,47.67621,-122.353004
95987,1608672893,East Wallingford,0,18132,47.66205,-122.3266
96023,1608675031,NWCAA - Birch Bay,0,29281,48.93699,-122.79024
96143,1608743660,South Holly St,0,2464,42.31433,-122.86774
96261,1608748855,NW Mehama Dr,0,15303,44.076866,-121.3659
96305,1608749330,Quail Point Estates,0,64756,42.241566,-121.80869
96381,1609184092,Licton Springs,0,4234,47.69347,-122.330574
96391,1609184107,Parr Lumber MLK,0,2125,45.567844,-122.660965
96393,1609184112,Parr Bend,0,29768,44.043556,-121.28777
96443,1609184212,Three Rivers Winery,0,188,46.05014,-118.45739
96457,1609184246,NWCAA Office,0,3305,48.410168,-122.337524
96509,1609184811,Parr Lumber,0,48431,44.3056,-120.848305
96513,1609188743,NWCAA - Burlington Hill,0,52204,48.483856,-122.32051
96545,1609189216,"North Kingsgate, Woodinville, WA",0,63057,47.736225,-122.173836
96551,1609189433,AQSU-5E2A_Victoria International Marina,0,43152,48.427364,-123.38308
96555,1609189436,Parr Lumber Burns,0,19,43.585632,-119.0541
96681,1609259712,Crest Ct,0,784,43.23243,-123.37868
96699,1609259821,Eaglemont,0,1830,47.874813,-121.96962
96765,1609276359,Crescent Valley NW,0,11969,47.348,-122.572
96803,1609276909,Spokane,0,12440,47.71562,-117.34981
96867,1609278862,"Newberg, oregon",0,63199,45.301685,-122.95313
97005,1609367065,VusarioB,0,3630,48.665424,-122.86714
97099,1609444102,Quality Truss,0,806,44.27422,-121.16705
97207,1610047201,Gatewood,0,12402,47.54212,-122.388664
97295,1610556950,Montoya- Blossom Ridge,0,9935,47.677975000000004,-116.95839
97317,1610557219,Riverside,0,8617,43.016872,-108.43844
97349,1610557828,Cabin,0,10127,45.316452,-121.90919
97543,1611168526,NWCAA - Silver Beach 1,0,15708,48.770576,-122.40132
97601,1611174838,NWCAA - CV4,0,386,48.941868,-122.14714
97605,1611174870,NWCAA - CV1,0,58821,48.93109,-122.13643
97607,1611174883,NWCAA - Bow Hill,0,8731,48.55308,-122.37744000000001
97619,1611174906,NWCAA - CV3,0,58821,48.956924,-122.14482
97639,1611175050,NWCAA - Anacortes 202 O Ave,0,63169,48.52005,-122.612946
97667,1611248310,Monson,0,35320,45.512974,-122.88723
97669,1611248319,Fremont and 43rd,0,58980,47.65918,-122.34922
97671,1611248353,Housa Blanka,0,26256,44.155827,-121.37766
97715,1611255986,Beaver Valley Road,0,12921,47.7777,-120.66805
97733,1611260377,Cottonwood wells,0,12921,47.79305,-120.64904
97783,1611261015,Meyers Rd,0,111,45.90986,-122.591576
97789,1611261081,Fire Station 91 (LWFR),0,9794,47.81434,-120.72373
97805,1611261486,Lumadog,0,31151,45.539337,-123.14888
97829,1611261609,Blakely,0,4860,47.612423,-122.538315
97835,1611261754,LHC,0,1396,45.675125,-110.52715
97837,1611261761,Home,0,14606,47.273296,-122.77351
97839,1611261769,University Park,0,14994,47.669025,-122.30793
97861,1611262559,Lounger Pounge,0,1324,45.58915,-122.78135
97879,1611262753,Hillside,0,11968,45.52706,-122.71046
97931,1611264185,Baldwin Creek,0,1560,45.564365,-121.581345
97995,1611266698,Kubota Village,0,30176,47.514393,-122.263466
98021,1611266914,Ridgefield - Fairgrounds Area,0,53243,45.757683,-122.68983
98027,1611266981,Eastgate Outside,0,58093,45.33612,-122.725266
98031,1611266989,Patton Rd,0,31369,45.503254,-122.71192
98041,1611267304,Common Block Brewing Company,0,2944,42.329105,-122.87259
98105,1611267847,MILLERS SKYLINE TERRACE - TACOMA,0,17182,47.276592,-122.52276
98109,1611267858,Fire Station 92 LWFR,0,13631,47.796173,-120.63904
98169,1611942136,Little Chumstick Creek,0,23182,47.75705,-120.62079
98399,1612203983,1518 NW Remarkable Drive,0,6213,44.08597,-121.33226
98489,1612207254,PSU STAR Lab Bethany,0,8251,45.57502,-122.85594
98551,1612212056,GYCC Site 12 West Yellowstone,0,6617,44.658337,-111.09938
98555,1612212066,Talon Way,0,13782,45.66444,-111.13751
98559,1612212078,GYCC Site 9 Dubois,0,20285,43.537334,-109.64484
98563,1612212098,GYCC Site 4 Island Park,0,48915,44.33729,-111.46729
98631,1612214182,NPS - Jenny Lake,0,31289,43.75191,-110.72196
98653,1612214697,GYCC Site 17 Old Faithful,0,15225,44.456356,-110.83107
98715,1612374366,GYCC Site 3 Victor,0,48114,43.60381,-111.11108
98719,1612374382,GYCC Site 18 Lake,0,9991,44.565315,-110.40033
98807,1612377443,Gold Beach - Rogue River Near Kimball Bar,0,9693,42.484444,-124.31528
98813,1612377463,Sunnyside,0,13636,45.51463,-122.63272
99027,1612472545,DOH_1,0,434,47.721138,-122.30347
99325,1612824980,Hearth Outside,0,7827,44.415485,-121.762215
99441,1612895501,CTUIR 004 Athena Elementary,0,22027,45.80863,-118.484436
99623,1612902814,Wolverine,0,40894,44.062977,-121.31565
99805,1613064197,Argonne Library,0,62501,47.69636,-117.28211
99809,1613064205,Otis Orchards Library,0,62520,47.699894,-117.10594
99939,1613075792,Heritage University,0,5464,46.373093,-120.39415
99975,1613075986,Port Gamble S'Klallam Early Childhood Education,0,1146,47.853416,-122.56871
100073,1613762444,Rocker Purple Air,0,5206,45.992615,-112.61814
100129,1613762809,Ramsay School,0,644,46.004585,-112.689644
100145,1613763028,Springs Living Outside,0,19903,45.968433,-112.49654
100185,1614098143,Riverview Dr,0,25717,47.16631,-113.49034
100187,1614098148,Morrell Creek Drive,0,42595,47.171017,-113.4706
100189,1614098154,CItizens Alliance Bank,0,42595,47.168495,-113.47671
100195,1614098173,Frontier Rd,0,42593,47.1731,-113.45044
100209,1614098235,North of Auto Shop,0,6719,47.25432,-113.5443
100223,1614098278,Seeley Lake Rural Fire District,0,36009,47.1788,-113.48574
100227,1614098318,Casa Caro,0,42595,47.162052,-113.47495
100637,1614720078,Limestone Ln,0,7289,42.325264,-122.80091
100771,1614797033,NCA John3:16,0,27271,45.518974,-122.54296
100833,1614810104,Copper Court,0,157,45.36162,-122.86322
100871,1614888829,NCA Hazelwood,0,834,45.52186,-122.55259
100877,1614888850,NCA Parkrose Palace,0,58994,45.555954,-122.5499
100895,1614888909,NCA Solar Pelican,0,21438,45.617046,-122.68883
100897,1614888913,NCALittleBox2,0,58996,45.57789,-122.674416
100927,1614889001,NCA Batcave,0,22047,45.468636,-122.58244
100947,1614889061,Parker Estates,0,47155,45.598915,-122.44867
100949,1614889066,Raymond in Northeast Lents,0,55727,45.485966,-122.55481
101049,1615395035,Reintree North,0,10114,47.771717,-122.078514
101077,1615395136,Outside,0,8303,47.67135,-122.32797
101103,1615395230,Brandon Street Orchard,0,17320,47.55332,-122.27422
101109,1615395679,Parkland,0,8472,47.140656,-122.41567
101173,1615399710,NCA Tsuru,0,10072,45.495358,-122.43063
101219,1615402334,NE 1st st,0,17160,47.614544,-122.21355
101249,1615407318,Lakemont II,0,20087,47.552414,-122.10889
101305,1615573417,NE341,0,3265,45.63373,-122.32357
101377,1615579637,NPS - Colter Bay,0,17560,43.911823,-110.63453
101415,1616011440,Wilbur School,0,61616,47.753323,-118.70549
101435,1616011493,Creston,0,28796,47.75505,-118.51995
101437,1616011499,Odessa School District,0,63480,47.330536,-118.68795
101471,1616011587,Parr Truss Spokane,0,71357,47.954636,-117.44539
101485,1616011694,College Hill Reservoir,0,20786,44.032078,-123.097435
101557,1616013768,Outside,0,35442,45.71128,-122.665054
101587,1616081764,Suburban Redmond,0,38360,44.28521,-121.167145
101605,1616081810,Reardan School District,0,43610,47.666843,-117.8759
101615,1616082772,Green Lake Southeast,0,15826,47.67394,-122.33505
101621,1616082790,CK Yard,0,10117,47.773823,-122.16266
101683,1616176209,Harrington School District,0,10136,47.477478,-118.257576
101699,1616176261,Parr Lumber Company,0,38918,45.486668,-122.74838
101716,1616176303,Malin Station,0,20915,42.010147,-121.40369
101748,1616179079,994 dunford avenue,0,9467,48.44613,-123.51482
101756,1616179106,Springwood,0,17831,47.643337,-122.51383
101788,1616179205,7117,0,436,47.68055,-122.40233
101790,1616179214,Chibi-Totoro,0,26305,46.72424,-117.180305
101796,1616179226,redrectangle,0,51190,46.740704,-116.9823
101888,1616519105,WA Ecology,0,6568,47.665955,-117.274734
102026,1616529252,Jesuit High School,0,57760,45.485752,-122.767746
102136,1616689229,Snugharbor,0,71219,47.66041,-122.522285
102146,1616689252,Westminster Estates,0,23976,47.057205,-122.818565
102160,1616689311,Juanita,0,21,47.704334,-122.209335
102330,1616693004,Crescent Bar,0,21298,47.212696,-119.99557
102334,1616693013,Priest Rapids Dam,0,4766,46.645306,-119.90718
102336,1616693018,Electronics Shop,0,14351,47.31932,-119.54871
102394,1616695216,Mary Walker School District-NETCHD,0,51934,48.059834,-117.74637
102428,1616697575,Onion Creek School District-NETCHD,0,31782,48.78345,-117.80977
102434,1616697597,135 Dallas rd,0,13706,48.41703,-123.38532
102438,1616697607,Orient School District-NETCHD,0,1830,48.867218,-118.205055
102448,1616697643,Republic School District - NETCHD,0,37583,48.641697,-118.72687
102522,1616784646,Red Fir Road,0,17380,48.22812,-116.29809
102548,1616784718,Troy Public Schools (outside),0,14000,48.460686,-115.890205
102566,1616784767,SouthBeachBI,0,4860,47.574417,-122.518166
102608,1616785155,Kaniksu Shores,0,63283,48.310772,-116.46407
102740,1617049407,KCPH Sprague River,0,17311,42.4553,-121.50418
102818,1617128152,Raven Road,0,10307,48.541245,-120.20052
103166,1617312235,TBC,0,61750,45.399113,-122.745415
103190,1617379745,Villa Libre,0,66946,47.51665,-122.274
103294,1617383729,Maple Point,0,30022,47.20387,-122.14931
103836,1618250141,Sellwaukie Homestead,0,70937,45.4529,-122.6272
103840,1618250157,36th Ave outside,0,14546,47.61121,-122.28689
103854,1618250246,Center Lane,0,37363,47.777157,-117.465866
103880,1618257271,Flannigan Creek,0,60338,46.863094,-116.933914
103884,1618257299,"Clinton, WA",0,13504,47.98478,-122.370026
103888,1618257311,Tartan Druim,0,15302,44.039516,-121.36373
103920,1618264041,Veranda Beach,0,3986,48.987232,-119.43111
103964,1618265792,Garfield,0,60605,47.01128,-117.142876
103984,1618266206,ASQU-Gulf Islands National Park Reserve Building,0,9995,48.665543,-123.4076
103994,1618345324,Hood River Blackburn,0,19239,45.66037,-121.545235
104026,1618345843,Ranch House,0,5002,48.13776,-120.110054
104054,1618346173,Funhouse Ranch,0,1116,46.919647,-113.97089
104064,1618346299,Outdoor : 5235 SW Westwood View,0,55343,45.485077,-122.69005
104138,1618433941,Roosevelt,0,5352,46.235744,-114.146576
104156,1618437087,Sego Lily,0,48,44.364594,-121.65775
104360,1618855036,Jackson OTH,0,9860,43.47206,-110.76228
104370,1618855577,Stevensville Outside,0,630,46.497112,-114.089806
104386,1618855623,Volcano Flank,0,1890,45.490944,-122.51794
104404,1618865766,OECI Outside,0,10309,48.493355,-120.181915
104414,1618865792,Wildflower Ln,0,190,46.319183,-114.19861
104444,1618867896,The Aerie,0,8711,48.599903,-118.67056
104466,1618867943,Charleys Gulch,0,47776,46.28901,-114.05414
104516,1618947913,Marmot's End,0,1950,47.624294,-117.377785
104534,1618947976,Crawfish Lake,0,852,48.483555,-119.221146
104548,1618948047,Twin Creek,0,58218,43.721046,-111.22635
104554,1618948082,Blue Ridge,0,434,47.702774,-122.38314
104560,1618954750,Emigrant,0,66495,45.367214,-110.71468
104562,1618954756,W4GGH,0,24093,42.504818,-122.75159
104568,1618954774,Highland Park,0,426,47.594856,-117.39988
104582,1618954940,Shenandoah West Subdivision,0,24047,43.642525,-116.30467
104604,1618955030,Fifteen Corners,0,22616,46.78051,-113.99667
104616,1618955098,Ranch Road #1,0,24566,42.169533,-122.67547
104620,1618955111,640 twisp river rd,0,5003,48.38071,-120.25163
104666,1619043111,Hunter Road,0,14418,45.49511,-118.0583
104674,1619043352,Lucky Jim Bench,0,24354,48.55463,-120.33625
104690,1619044173,Casper College,0,38932,42.831696,-106.323784
104698,1619044217,Beanhead Farm,0,2738,48.54721,-123.08741
104704,1619044250,Above Lovric's  KWAANACO5,0,38301,48.51086,-122.64097
104724,1619044520,Cannon Hill,0,23081,47.636623,-117.42588
104744,1619044800,Bigwood,0,62422,43.697624,-114.36654
104854,1619123103,Southwest Whitefish,0,3996,48.400272,-114.342636
104860,1619123750,Willow Witt Ranch,0,33256,42.280758,-122.57075
104866,1619124441,Bigfork,0,38436,48.066925,-114.08444
104880,1619125655,NCA-Foothills,0,18471,45.717953,-110.98096
104966,1619214763,WML,0,41660,45.241077,-111.4116
104976,1619215986,Trossachs Braemore,0,1888,47.589855,-121.97419
105044,1619218112,Laurelhurst Park,0,55613,45.51989,-122.62583
105450,1619728373,Kettle Falls High School,0,572,48.59981,-118.059135
105460,1619728398,Kettle Falls Middle School,0,30275,48.60266,-118.05615
105492,1619813246,Heidelberg,0,43194,43.692593,-114.38634
105500,1619813331,10 miles up Twisp River,0,8732,48.371864,-120.321266
106014,1620421162,Manson - Kestrel Ln,0,58939,47.91507,-120.130264
106018,1620422886,Eagle Ridge,0,54008,47.589867,-117.43008
106568,1620942822,Strip of Weeds,0,27272,45.51146,-122.55559
107524,1622241234,Puyallup 2,0,36035,47.140266,-122.30044
107546,1622241614,Gonzaga preparatory,0,11973,47.68561,-117.39176
107558,1622241652,Steven's Pass 4100 Ft,0,13632,47.74356,-121.08891
107568,1622480601,Eastmoreland,0,22047,45.474575,-122.63162
107630,1622492501,Pattee Canyon - Larch Camp Rd,0,57596,46.811913,-113.939316
107678,1622584001,MULTCO B-322 NORTHEAST HEALTH CLINIC,0,192,45.562103,-122.66202
107680,1622584003,MULTCO B-420 SE HEALTH CLINIC,0,196,45.496304,-122.62955
107682,1622584005,MULTCO B-311 JJC (ROOF),0,2160,45.531227,-122.5954
107684,1622584009,MULTCO B-286 DCJ NORTH,0,36412,45.51348,-122.538055
107686,1622584011,MULTCO B-437 MCE,0,202,45.502666,-122.425415
107690,1622584015,MULTCO B-430 MID COUNTY HEALTH,0,204,45.503807,-122.53228
107694,1622584020,MULTCO B-325 NORTH PORTLAND HEALTH CLINIC,0,200,45.59236,-122.75759
107736,1622585423,Beacon Hill / Columbia City,0,12261,47.564713,-122.29752
107766,1622585736,N Eugene Air Monitor,0,40569,44.107796,-123.1491
107858,1622668416,Edmonds - Sherwood Forest,0,53242,47.78864,-122.375534
107952,1622760622,MV Clean Air Ambassador@ 4mi S o Twisp,0,21539,48.323322,-120.06607
108010,1622849505,Smokeyourturf,0,16711,46.043312,-114.20903
108028,1622849631,Beaver Lake,0,29063,47.58681,-121.99991
108034,1622849739,"lakeview, MT",0,34633,44.59995,-111.8103
108036,1623076478,PRLD Culdesac Library,0,3002,46.37389,-116.669945
108046,1623076489,PRLD Nezperce Library,0,9089,46.234936,-116.24066
108048,1623076492,PRLD Winchester Library,0,9087,46.23991,-116.62238
108052,1623076497,Clearwater Memorial Public Library,0,27113,46.480915,-116.25111
108090,1623103906,stoneCOTTage,0,38141,45.669353,-111.039696
108096,1623103916,The Cove,0,13439,47.90903,-120.21562
108106,1623104416,Eastridge Butte,0,22303,45.46433,-122.517914
108112,1623104431,"Mount Rainier National Park - Ohanapecosh, WA",0,12528,46.732838,-121.57144
108114,1623104512,W X ST,0,42231,45.59439,-122.37969
108120,1623104758,Smullin Visitor Center at Rand,0,19701,42.59822,-123.58464
108134,1623104825,France &amp; Co,0,61061,47.435406,-120.32123
108142,1623105158,Lazy F Camp and Retreat Center,0,4994,46.961517,-120.7752
108158,1623105461,Corvallis Outside,0,2468,44.590984,-123.28746
108180,1623105538,YC 10,0,12577,45.237152,-111.41683
108254,1623189721,Beyond,0,19748,48.20667,-116.29078
108256,1623189729,McClain Air,0,11181,46.715805,-114.077484
108264,1623189745,Flavel near the GrocOut,0,52440,45.46856,-122.59119
108266,1623189752,Potomac - Coloma Way,0,56695,46.871277,-113.512596
108272,1623189767,Awbrey Summit,0,29700,44.076893,-121.32952
108278,1623189787,Lake Chelan State Park,0,13439,47.87542,-120.19739
108336,1623277387,Rucker Hill,0,4028,47.97457,-122.221436
108338,1623277391,Lawton Park,0,424,47.65307,-122.38616
108348,1623277453,CherryCrest Outside,0,15640,47.64038,-122.17187
108350,1623277468,Education Hill,0,33841,47.69577,-122.13118
108354,1623277550,Cottage Lake,0,46213,47.754868,-122.06198
108406,1623278719,North side Outside,0,53217,45.751583,-122.616554
108428,1623361112,Kingham,0,13870,48.45876,-123.42849
108574,1623439604,West Seattle,0,39443,47.544563,-122.383194
108576,1623439653,Flanders Mill,0,438,45.690605,-111.097755
108612,1623449324,Windward Cove,0,22788,47.394257,-122.26231
108632,1623450023,22104 NE 78th St,0,67214,47.673546,-122.04516
108646,1623453709,Cedar Cove,0,1888,47.59606,-122.02628
108660,1623454440,Big Hole National Battlefield Visitor Center,0,14747,45.641335,-113.64336
108664,1623454452,South Lake Ridge,0,22781,47.46369,-122.59148
108690,1623455827,Willamette River,0,60726,44.046196,-123.04486
108764,1623706910,Reno and Edison,0,30101,45.596626,-122.765205
108780,1623708030,Nez Perce National Historical Park,0,10017,46.447422,-116.82278
108804,1623710023,Breitenbush Hot Springs Power House,0,21275,44.781574,-121.976654
108938,1623796678,Central Wallingford,0,42048,47.658836,-122.33337
108958,1623796982,Troy,0,5030,46.742332,-116.76536
109056,1623880659,M and J's Deck,0,5278,47.873222,-122.569626
109064,1623880852,NForkRd,0,36114,46.54225,-120.9775
109118,1623881175,CIRO/CRSP Visitor Center,0,33224,42.09089,-113.63149
109176,1623882749,Maybloom North,0,8226,43.970165,-123.055786
109204,1623883793,52 Coal Creek,0,5382,45.667923,-114.31007
109354,1623968441,Conconully State Park,0,12419,48.556107,-119.750824
109384,1623969430,Pataha,0,58298,44.011463,-123.59111
109464,1624046450,Lower Brentwood,0,25130,48.576954,-123.46306
109468,1624046460,Thurston Hills,0,35538,44.039383,-122.8982
109486,1624046584,162 NW 73rd St - rear,0,58997,47.681995,-122.35894
109510,1624048034,Dirt Road,0,22875,48.56804,-120.37122
109540,1624048150,Five-Acre Woods,0,55219,47.767815,-122.284355
109570,1624055289,NHoutside,0,11583,45.60551,-110.24794
109602,1624057150,Nile Road Naches Wa 98937,0,6237,46.832104,-120.94578
109606,1624057183,Wallowa,0,1512,43.89665,-121.41618
109614,1624057207,"SEABROOK, Washington @ Crescent Park",0,37493,47.19627,-124.1959
109628,1624057245,Harbor and 140th,0,21859,45.555077,-122.8211
109676,1624057955,Upper Green River,0,12492,43.218033,-110.016754
109690,1624293653,Billings-Outside,0,40853,45.78763,-108.53936
109858,1624317113,Stierman Gulch,0,1100,43.743107,-115.926735
109898,1624374966,Running Y Dog Park,0,35236,42.271114,-121.88078
109912,1624389036,Legends Field,0,11891,48.185562,-114.31265
109934,1624389142,Glacier High School,0,106,48.239048,-114.345604
109970,1624389496,Riverstone at CDA,0,57903,47.69641,-116.80943
109986,1624392667,Midnite Mine,0,10069,47.937702,-118.09005
110048,1624393769,Hawks Ridge,0,9969,47.825745,-120.09582
110058,1624393786,Hanbury Point,0,32732,48.57893,-123.1729
110060,1624393790,Arnold Creek,0,23637,45.44555,-122.69403
110062,1624393792,Brush Prairie,0,47763,45.730457,-122.54278
110074,1624393817,Near Larrabee School,0,24549,48.719,-122.4952
110082,1624393885,Glacier Hills West,0,222,48.382507,-114.041145
110100,1624394253,26th &amp; Mercer,0,11970,47.624382,-122.2988
110320,1624484090,Finnick's sensor,0,58978,45.716747,-122.70014
110344,1624484457,Murder Cove,0,15616,47.649113,-122.520706
110370,1624484525,Central District,0,2778,47.610397,-122.29722
110406,1624485026,TCT,0,16143,47.652084,-114.271736
110434,1624486256,200 Eugene Street,0,19237,45.706398,-121.51236
110462,1624486545,Cottonwood Meadow,0,4990,48.497356,-120.258705
110470,1624486573,Kala Point,0,3602,48.05666,-122.77729
110510,1624489542,West Portland Park,0,41002,45.44586,-122.72369
110532,1624563559,Baker Hill,0,2620,47.609516,-122.56171
110552,1624563630,Dunvegan,0,3276,44.024303,-121.3215
110658,1624576466,3440 Garden Valley,0,116,43.2506,-123.3986
110678,1624576688,Umpqua,0,3364,43.36993,-123.47028
110716,1624578406,Bill Evans Rd,0,49795,47.520153,-122.771866
110746,1624582642,Sheridan,0,50051,45.468613,-112.13073
110748,1624582646,North Fork Washougal River,0,15758,45.616863,-122.219406
110752,1624582656,TKHouse,0,47450,48.71052,-122.45931
110760,1624582933,Sterling Creek,0,3578,45.229473,-123.218056
110780,1624648406,Cimmaron City,0,37152,44.099445,-121.18114
111005,1624666252,Near Center for the Arts - Outside,0,17320,43.477467,-110.76305
111007,1624666258,McManamen Park,0,47007,44.299816,-105.48676
111187,1624916542,Frelard,0,436,47.66102,-122.35479
111211,1624921951,MT05 - West Glacier,0,66411,48.510254,-113.99688
111277,1624924258,Seven Bars Marina,0,6600,47.85366,-118.34071
111283,1624925426,Northern Flournoy Valley,0,40425,43.207947,-123.53049
111357,1624996361,Bennett Road,0,49573,44.05952,-121.164314
111375,1624996443,Kendall Yards,0,17207,47.662228,-117.44158
