id,time_stamp,humidity,temperature,pm2.5_atm,pm2.5_cf_1
5432,2023-09-01T00:00:00Z,43,73,8.5,9.1
5432,2022-01-01T00:00:00Z,57,51,8.5,9.1
5432,2024-08-01T00:00:00Z,39,80,8.5,9.1
5432,2023-08-01T00:00:00Z,37,80,30.9,42.1
5432,2020-12-01T00:00:00Z,58,52,8.6,9.3
5432,2022-06-01T00:00:00Z,48,72,3.6,3.6
5432,2024-07-01T00:00:00Z,33,85,4.9,5
5432,2023-11-01T00:00:00Z,57,56,15.5,16.2
5432,2024-01-01T00:00:00Z,59,56,8.9,11.3
5432,2024-02-01T00:00:00Z,56,55,10.4,12.3
5432,2021-03-01T00:00:00Z,50,55,5.4,5.4
5432,2022-08-01T00:00:00Z,39,82,6.4,6.6
5432,2022-10-01T00:00:00Z,51,66,37.6,51.2
5432,2021-05-01T00:00:00Z,43,68,3.2,3.2
5432,2021-12-01T00:00:00Z,58,51,4.9,5.2
5432,2020-10-01T00:00:00Z,53,63,15.2,15.9
5432,2023-02-01T00:00:00Z,51,49,6.3,6.6
5432,2021-11-01T00:00:00Z,59,57,7.1,7.5
5432,2021-04-01T00:00:00Z,36,64,4.8,4.9
5432,2024-06-01T00:00:00Z,39,75,2.7,2.9
5432,2021-07-01T00:00:00Z,35,82,6.3,6.3
5432,2023-03-01T00:00:00Z,52,51,3.4,3.5
5432,2025-01-01T00:00:00Z,55,49,10.9,11.3
5432,2025-05-01T00:00:00Z,42,69,4.1,4.5
5432,2020-07-01T00:00:00Z,38,80,5.6,5.6
5432,2022-04-01T00:00:00Z,48,58,2.5,2.6
5432,2025-07-01T00:00:00Z,34,84,3.6,3.6
5432,2022-07-01T00:00:00Z,41,81,6.4,6.4
5432,2020-06-01T00:00:00Z,45,73,2.8,2.8
5432,2021-01-01T00:00:00Z,57,53,5.9,6.2
5432,2024-10-01T00:00:00Z,51,65,11.4,12.3
5432,2025-03-01T00:00:00Z,52,58,2.6,2.7
5432,2022-11-01T00:00:00Z,55,51,14.8,15.2
5432,2025-02-01T00:00:00Z,55,52,4.2,4.3
5432,2023-10-01T00:00:00Z,55,64,12,12.3
5432,2025-06-01T00:00:00Z,38,77,4.4,4.5
5432,2021-08-01T00:00:00Z,37,81,12.8,14.9
5432,2021-06-01T00:00:00Z,41,78,5.5,5.6
5432,2022-03-01T00:00:00Z,52,58,3.9,4
5432,2023-04-01T00:00:00Z,53,56,1.7,1.8
5432,2024-04-01T00:00:00Z,46,62,3.7,3.9
5432,2024-11-01T00:00:00Z,57,56,7.7,8
5432,2022-09-01T00:00:00Z,43,74,19.4,23.8
5432,2022-02-01T00:00:00Z,53,51,7.6,7.9
5432,2020-05-01T00:00:00Z,46,68,3.5,3.6
5432,2021-02-01T00:00:00Z,56,52,5.3,5.5
14967,2024-03-01T00:00:00Z,83,56,2,2
14967,2024-06-01T00:00:00Z,76,68,2.2,2.3
14967,2021-11-01T00:00:00Z,63,58,3.3,3.5
14967,2021-10-01T00:00:00Z,59,62,4.7,4.9
14967,2023-06-01T00:00:00Z,52,69,2.5,2.5
14967,2021-03-01T00:00:00Z,55,54,3.2,3.2
14967,2024-01-01T00:00:00Z,90,54,2.1,2.1
14967,2024-11-01T00:00:00Z,91,56,6.7,7.8
14967,2022-03-01T00:00:00Z,59,57,2,2
14967,2023-07-01T00:00:00Z,52,73,3,3.2
14967,2022-04-01T00:00:00Z,55,57,1.7,1.7
14967,2022-08-01T00:00:00Z,55,75,2.9,2.9
14967,2022-01-01T00:00:00Z,61,53,5.4,5.4
14967,2023-02-01T00:00:00Z,57,51,3.4,3.4
14967,2025-06-01T00:00:00Z,72,69,3.2,3.2
14967,2025-01-01T00:00:00Z,76,51,5.3,5.4
14967,2021-08-01T00:00:00Z,56,73,4,4
14967,2020-12-01T00:00:00Z,57,55,6,6.1
14967,2022-09-01T00:00:00Z,55,71,9.8,11.2
14967,2021-06-01T00:00:00Z,53,72,3,3.1
14967,2025-05-01T00:00:00Z,71,65,1.8,1.8
14967,2021-09-01T00:00:00Z,56,69,3.1,3.1
14967,2025-02-01T00:00:00Z,81,51,1.9,1.9
14967,2022-06-01T00:00:00Z,55,69,2.5,2.5
14967,2021-05-01T00:00:00Z,55,64,2.6,2.6
14967,2023-08-01T00:00:00Z,54,76,8.5,8.9
14967,2023-10-01T00:00:00Z,61,65,5.2,5.2
14967,2021-12-01T00:00:00Z,63,50,2.5,2.5
14967,2024-09-01T00:00:00Z,86,70,3.5,3.5
14967,2021-07-01T00:00:00Z,55,72,2.8,2.8
14967,2024-05-01T00:00:00Z,76,64,1.7,1.7
14967,2021-04-01T00:00:00Z,49,61,3.8,3.8
14967,2024-12-01T00:00:00Z,86,55,5.1,5.2
14967,2022-10-01T00:00:00Z,60,65,11.8,12.6
14967,2022-07-01T00:00:00Z,54,73,2.9,3
14967,2022-05-01T00:00:00Z,57,62,2.1,2.2
14967,2022-12-01T00:00:00Z,60,50,4.8,4.8
14967,2024-08-01T00:00:00Z,79,73,4.5,4.5
14967,2025-07-01T00:00:00Z,73,72,2.7,2.8
14967,2023-04-01T00:00:00Z,57,58,1.3,1.4
14967,2025-03-01T00:00:00Z,85,57,1.4,1.4
14967,2022-11-01T00:00:00Z,56,53,9.7,9.9
14967,2021-02-01T00:00:00Z,61,53,2.3,2.4
14967,2024-07-01T00:00:00Z,73,74,3.1,3.2
14967,2023-11-01T00:00:00Z,84,54,7.1,7.1
14967,2023-09-01T00:00:00Z,58,69,4.7,4.8
14967,2024-04-01T00:00:00Z,76,60,1.4,1.4
14967,2021-01-01T00:00:00Z,62,54,3.4,3.4
14967,2020-11-01T00:00:00Z,60,58,7.4,7.9
14967,2024-02-01T00:00:00Z,89,55,1.5,1.5
14967,2023-05-01T00:00:00Z,52,68,3.2,3.2
14967,2023-01-01T00:00:00Z,60,54,2,2
14967,2020-09-01T00:00:00Z,60,72,43.4,63.4
14967,2024-10-01T00:00:00Z,87,63,3.1,3.1
14967,2025-04-01T00:00:00Z,70,61,1.9,1.9
14967,2023-12-01T00:00:00Z,92,57,3.6,3.7
14967,2020-10-01T00:00:00Z,59,65,6,6.3
14967,2022-02-01T00:00:00Z,58,54,3.4,3.5
14967,2023-03-01T00:00:00Z,57,53,1.9,1.9
36479,2022-10-01T00:00:00Z,60,59,27.1,35.9
36479,2024-06-01T00:00:00Z,40,73,2.3,2.3
36479,2024-09-01T00:00:00Z,46,75,8.1,9.1
36479,2023-06-01T00:00:00Z,37,74,3.7,3.7
36479,2023-12-01T00:00:00Z,63,52,12.5,13.3
36479,2021-08-01T00:00:00Z,37,80,6.7,6.9
36479,2024-11-01T00:00:00Z,63,53,14.7,17.1
36479,2024-01-01T00:00:00Z,61,48,8,8.2
36479,2022-07-01T00:00:00Z,37,82,5.5,5.5
36479,2024-05-01T00:00:00Z,43,66,2.8,2.8
36479,2023-11-01T00:00:00Z,55,54,18.7,20.7
36479,2020-11-01T00:00:00Z,61,52,18.3,20
36479,2022-11-01T00:00:00Z,54,49,20,21.6
36479,2022-02-01T00:00:00Z,53,49,16.7,18
36479,2023-02-01T00:00:00Z,56,47,14.7,16.9
36479,2020-07-01T00:00:00Z,37,79,4.6,4.7
36479,2025-06-01T00:00:00Z,39,75,4.3,4.3
36479,2024-07-01T00:00:00Z,34,82,3.7,3.7
36479,2022-06-01T00:00:00Z,44,72,3.3,3.3
36479,2021-01-01T00:00:00Z,61,51,12.6,13.3
36479,2024-08-01T00:00:00Z,41,78,6.7,6.8
36479,2025-02-01T00:00:00Z,57,49,8,8.3
36479,2021-07-01T00:00:00Z,34,82,4.9,4.9
36479,2022-03-01T00:00:00Z,53,56,8.8,9.3
36479,2021-04-01T00:00:00Z,35,63,5.3,5.3
36479,2023-09-01T00:00:00Z,47,71,6.3,6.5
36479,2020-05-01T00:00:00Z,45,68,4.2,4.2
36479,2024-02-01T00:00:00Z,59,52,7.7,7.9
36479,2021-03-01T00:00:00Z,51,53,199.5,293.3
36479,2021-11-01T00:00:00Z,60,55,11.5,12
36479,2022-12-01T00:00:00Z,59,47,15.1,16.4
36479,2024-12-01T00:00:00Z,64,50,14.6,15.7
36479,2023-01-01T00:00:00Z,60,49,11.7,12.2
36479,2024-04-01T00:00:00Z,45,60,4.2,4.2
36479,2020-09-01T00:00:00Z,45,73,102.7,152.2
36479,2025-03-01T00:00:00Z,56,56,6.4,6.7
36479,2020-02-01T00:00:00Z,56,50,12.1,12.8
36479,2020-01-01T00:00:00Z,64,51,5.6,5.8
36479,2020-06-01T00:00:00Z,44,72,2.2,2.2
36479,2022-05-01T00:00:00Z,47,63,3,3
36479,2023-07-01T00:00:00Z,34,81,4.2,4.3
36479,2023-05-01T00:00:00Z,40,71,5.3,5.3
36479,2025-04-01T00:00:00Z,42,63,4.7,4.8
36479,2020-08-01T00:00:00Z,36,79,4.6,4.6
36479,2023-10-01T00:00:00Z,54,63,13,13.3
36479,2020-12-01T00:00:00Z,59,50,17.2,19.2
36479,2021-05-01T00:00:00Z,41,67,3.2,3.2
36479,2025-05-01T00:00:00Z,42,68,3.4,3.4
36479,2024-10-01T00:00:00Z,55,62,9.4,9.8
36479,2022-01-01T00:00:00Z,58,48,15.4,16.4
36479,2020-03-01T00:00:00Z,50,53,9.3,9.4
36479,2022-08-01T00:00:00Z,39,81,5.1,5.1
36479,2023-04-01T00:00:00Z,51,58,3.5,3.5
36479,2025-01-01T00:00:00Z,53,48,15.9,17.4
36479,2021-09-01T00:00:00Z,42,73,4.9,5
36479,2022-04-01T00:00:00Z,48,56,4.3,4.3
36479,2021-12-01T00:00:00Z,62,47,8.7,9.1
36479,2023-08-01T00:00:00Z,35,82,12.7,14.2
36479,2020-10-01T00:00:00Z,53,62,14.9,15.7
36479,2024-03-01T00:00:00Z,52,55,6.1,6.2
36479,2023-03-01T00:00:00Z,54,50,7,7.1
36479,2022-09-01T00:00:00Z,35,78,15.6,18.1
36479,2021-02-01T00:00:00Z,59,48,41.3,57.5
36479,2021-06-01T00:00:00Z,38,79,4.3,4.3
36479,2021-10-01T00:00:00Z,56,60,12.1,13
36479,2025-07-01T00:00:00Z,35,82,3.6,3.6
36479,2020-04-01T00:00:00Z,43,62,5.8,5.8
24241,2021-04-01T00:00:00Z,38,63,4.3,4.4
24241,2024-04-01T00:00:00Z,47,60,2.5,2.6
24241,2021-01-01T00:00:00Z,60,52,6.8,6.8
24241,2024-10-01T00:00:00Z,53,63,6.1,6.1
24241,2024-11-01T00:00:00Z,62,54,8.4,8.7
24241,2023-12-01T00:00:00Z,60,54,5.2,5.2
24241,2025-02-01T00:00:00Z,59,47,4.7,4.7
24241,2023-07-01T00:00:00Z,38,80,4.4,4.4
24241,2020-03-01T00:00:00Z,53,53,6,6
24241,2024-03-01T00:00:00Z,54,55,3.6,3.6
24241,2020-02-01T00:00:00Z,57,51,6.3,6.4
24241,2023-04-01T00:00:00Z,50,61,2.9,2.9
24241,2025-04-01T00:00:00Z,32,72,2.3,2.3
24241,2021-02-01T00:00:00Z,61,48,4.7,4.7
24241,2025-07-01T00:00:00Z,41,79,3.5,3.5
24241,2023-11-01T00:00:00Z,56,56,11.4,11.6
24241,2020-07-01T00:00:00Z,43,76,4.5,4.5
24241,2023-05-01T00:00:00Z,43,71,5.2,5.2
24241,2020-01-01T00:00:00Z,65,51,3.8,3.8
24241,2020-05-01T00:00:00Z,43,69,3.7,3.7
24241,2020-08-01T00:00:00Z,41,78,4.7,4.7
24241,2024-07-01T00:00:00Z,40,80,4.5,4.5
24241,2025-01-01T00:00:00Z,54,49,9,9
24241,2023-06-01T00:00:00Z,41,73,3.9,4
24241,2024-02-01T00:00:00Z,59,52,3.8,3.8
24241,2025-05-01T00:00:00Z,44,67,2.7,2.7
24241,2023-09-01T00:00:00Z,46,73,5.2,5.3
24241,2024-08-01T00:00:00Z,46,78,7.1,7.2
24241,2023-10-01T00:00:00Z,53,65,8.5,8.5
24241,2020-11-01T00:00:00Z,60,54,10.9,11.1
24241,2024-06-01T00:00:00Z,43,71,2.2,2.2
24241,2020-06-01T00:00:00Z,50,71,2.4,2.4
24241,2025-06-01T00:00:00Z,45,72,4,4
24241,2020-10-01T00:00:00Z,53,64,9.9,10.1
24241,2020-12-01T00:00:00Z,53,54,7.2,7.2
24241,2021-03-01T00:00:00Z,52,53,7.3,7.4
24241,2024-01-01T00:00:00Z,62,48,3.2,3.2
24241,2024-12-01T00:00:00Z,60,52,5.5,5.5
24241,2020-04-01T00:00:00Z,47,61,5.3,5.3
24241,2023-08-01T00:00:00Z,39,82,10.4,11.5
24241,2024-05-01T00:00:00Z,48,64,2.3,2.3
24241,2020-09-01T00:00:00Z,46,74,73.4,108
24241,2021-05-01T00:00:00Z,46,65,3.3,3.3
24241,2024-09-01T00:00:00Z,47,71,2.9,2.9
14923,2020-02-01T00:00:00Z,52,54,5.5,5.5
14923,2023-04-01T00:00:00Z,51,59,2.3,2.3
14923,2023-01-01T00:00:00Z,54,52,5.8,5.8
14923,2024-02-01T00:00:00Z,55,54,3.4,3.4
14923,2020-11-01T00:00:00Z,57,56,11,11.2
14923,2025-03-01T00:00:00Z,54,58,2.9,2.9
14923,2020-08-01T00:00:00Z,42,77,4.5,4.5
14923,2025-02-01T00:00:00Z,53,51,3.8,3.8
14923,2021-09-01T00:00:00Z,45,73,4.5,4.6
14923,2022-08-01T00:00:00Z,43,81,6,6.1
14923,2020-09-01T00:00:00Z,46,75,71.7,105.7
14923,2021-04-01T00:00:00Z,38,63,4,4
14923,2024-03-01T00:00:00Z,51,57,3.3,3.3
14923,2020-10-01T00:00:00Z,53,64,9.7,9.8
14923,2020-05-01T00:00:00Z,46,68,3.1,3.1
14923,2022-09-01T00:00:00Z,43,76,11.2,12.2
14923,2024-07-01T00:00:00Z,41,80,57.5,84.2
14923,2022-02-01T00:00:00Z,51,53,7.8,7.8
14923,2022-10-01T00:00:00Z,49,69,26.4,32.6
14923,2021-05-01T00:00:00Z,45,66,2.6,2.6
14923,2024-04-01T00:00:00Z,45,61,1.9,1.9
14923,2023-03-01T00:00:00Z,51,53,4,4.1
14923,2024-10-01T00:00:00Z,52,65,5.7,5.7
14923,2025-06-01T00:00:00Z,45,73,3.8,3.8
14923,2023-08-01T00:00:00Z,41,81,11.3,12.5
14923,2022-06-01T00:00:00Z,48,71,382.2,572.1
14923,2020-07-01T00:00:00Z,43,77,4.1,4.1
14923,2022-07-01T00:00:00Z,45,79,280,417.2
14923,2020-01-01T00:00:00Z,59,54,2.8,2.8
14923,2020-12-01T00:00:00Z,55,52,7.7,7.7
14923,2022-11-01T00:00:00Z,51,52,15.3,15.4
14923,2024-06-01T00:00:00Z,43,72,1.9,1.9
14923,2023-02-01T00:00:00Z,52,50,6.7,6.7
14923,2024-11-01T00:00:00Z,58,56,8.4,8.5
14923,2023-10-01T00:00:00Z,52,66,8.2,8.3
14923,2020-04-01T00:00:00Z,44,63,4.8,4.9
14923,2021-08-01T00:00:00Z,43,79,6.9,7.4
14923,2023-09-01T00:00:00Z,47,72,5.3,5.3
14923,2022-05-01T00:00:00Z,51,62,1.5,1.5
14923,2024-12-01T00:00:00Z,56,53,4.9,4.9
14923,2023-06-01T00:00:00Z,42,72,3.4,3.4
14923,2021-06-01T00:00:00Z,42,78,5,5
14923,2022-03-01T00:00:00Z,53,58,4.1,4.1
14923,2024-05-01T00:00:00Z,47,65,1.8,1.8
14923,2025-05-01T00:00:00Z,43,67,2.3,2.3
14923,2021-11-01T00:00:00Z,57,58,5.8,5.8
14923,2024-09-01T00:00:00Z,50,74,7,7.5
14923,2022-04-01T00:00:00Z,50,57,2,2.1
14923,2025-01-01T00:00:00Z,50,50,8.7,8.7
14923,2023-07-01T00:00:00Z,40,79,4.5,4.5
14923,2022-12-01T00:00:00Z,56,48,10.1,10.1
14923,2021-07-01T00:00:00Z,43,79,5,5
14923,2021-01-01T00:00:00Z,57,54,6.5,6.5
14923,2023-05-01T00:00:00Z,43,71,4.6,4.6
14923,2021-03-01T00:00:00Z,50,55,7.1,7.2
14923,2020-06-01T00:00:00Z,48,71,1.9,1.9
14923,2022-01-01T00:00:00Z,54,51,7.3,7.3
14923,2021-02-01T00:00:00Z,56,50,4.2,4.2
14923,2021-10-01T00:00:00Z,54,62,6.7,6.7
14923,2025-07-01T00:00:00Z,42,79,3.5,3.5
14923,2024-08-01T00:00:00Z,45,77,5.7,5.7
14923,2024-01-01T00:00:00Z,58,52,2.9,2.9
14923,2025-04-01T00:00:00Z,44,63,2.8,2.8
14923,2023-12-01T00:00:00Z,57,55,5.2,5.2
14923,2020-03-01T00:00:00Z,49,55,5.1,5.1
14923,2023-11-01T00:00:00Z,53,57,10.1,10.1
14923,2021-12-01T00:00:00Z,59,50,4.6,4.6
3419,2022-03-01T00:00:00Z,54,58,4,4.1
3419,2020-05-01T00:00:00Z,50,67,3.9,3.9
3419,2025-03-01T00:00:00Z,60,57,4.3,4.3
3419,2025-04-01T00:00:00Z,51,62,4.1,4.2
3419,2025-07-01T00:00:00Z,41,81,2.9,2.9
3419,2020-01-01T00:00:00Z,61,55,4.8,5
3419,2022-05-01T00:00:00Z,50,65,1.7,1.7
3419,2021-12-01T00:00:00Z,60,51,4.6,4.7
3419,2025-05-01T00:00:00Z,50,67,2.9,3
3419,2023-06-01T00:00:00Z,40,74,2.1,2.2
3419,2020-10-01T00:00:00Z,57,62,16,17.1
3419,2024-02-01T00:00:00Z,64,53,8.3,8.8
3419,2022-04-01T00:00:00Z,51,58,2.8,2.9
3419,2021-08-01T00:00:00Z,41,80,6.4,6.8
3419,2024-06-01T00:00:00Z,47,73,21.4,31
3419,2023-11-01T00:00:00Z,67,54,21.9,25.9
3419,2020-06-01T00:00:00Z,49,72,2.7,2.7
3419,2024-04-01T00:00:00Z,55,60,3.3,3.3
3419,2023-08-01T00:00:00Z,44,80,19.7,25.2
3419,2023-07-01T00:00:00Z,40,79,5,5.2
3419,2021-10-01T00:00:00Z,57,62,6.3,6.3
3419,2021-02-01T00:00:00Z,59,52,6.2,6.4
3419,2020-09-01T00:00:00Z,50,72,87.9,129.6
3419,2022-07-01T00:00:00Z,45,79,4.8,4.9
3419,2025-06-01T00:00:00Z,45,74,4,4
3419,2020-03-01T00:00:00Z,54,54,10.5,11.1
3419,2020-08-01T00:00:00Z,41,78,4.2,4.2
3419,2023-09-01T00:00:00Z,53,71,8.4,9.2
3419,2021-05-01T00:00:00Z,47,67,2.8,2.8
3419,2021-04-01T00:00:00Z,42,62,5.4,5.5
3419,2021-09-01T00:00:00Z,47,72,9.2,11
3419,2023-05-01T00:00:00Z,45,71,3.5,3.5
3419,2024-05-01T00:00:00Z,51,66,2.3,2.4
3419,2020-04-01T00:00:00Z,51,62,7.5,7.7
3419,2024-03-01T00:00:00Z,59,55,5.4,5.5
3419,2022-02-01T00:00:00Z,55,51,11.4,12.4
3419,2020-11-01T00:00:00Z,61,54,14,15.4
3419,2024-01-01T00:00:00Z,69,51,9.7,10.1
3419,2025-01-01T00:00:00Z,63,47,21,24.9
3419,2021-03-01T00:00:00Z,54,54,8.3,8.6
3419,2023-10-01T00:00:00Z,64,62,14.7,16
3419,2021-11-01T00:00:00Z,61,58,7.9,8.2
3419,2025-02-01T00:00:00Z,61,51,7.9,8.3
3419,2023-02-01T00:00:00Z,54,49,8.5,9.7
3419,2021-01-01T00:00:00Z,63,54,8.3,8.9
3419,2020-12-01T00:00:00Z,63,51,13.8,15.5
3419,2022-10-01T00:00:00Z,55,66,20.7,24.9
3419,2021-07-01T00:00:00Z,39,81,4.3,4.5
3419,2022-08-01T00:00:00Z,45,79,4.8,4.9
3419,2023-03-01T00:00:00Z,54,52,4.1,4.2
3419,2024-08-01T00:00:00Z,47,77,6,6
3419,2023-01-01T00:00:00Z,59,51,7.7,8.3
3419,2024-09-01T00:00:00Z,53,73,6.5,6.9
3419,2022-11-01T00:00:00Z,58,50,17.2,20.1
3419,2022-01-01T00:00:00Z,60,51,11,12.2
3419,2024-12-01T00:00:00Z,67,51,11.9,13
3419,2023-12-01T00:00:00Z,69,54,12.1,12.9
3419,2022-12-01T00:00:00Z,59,49,9.7,10.6
3419,2022-06-01T00:00:00Z,48,73,2.3,2.3
3419,2024-07-01T00:00:00Z,42,81,4.7,5
3419,2021-06-01T00:00:00Z,45,77,3.9,3.9
3419,2022-09-01T00:00:00Z,47,74,12,13.3
3419,2023-04-01T00:00:00Z,53,59,1.7,1.8
3419,2020-02-01T00:00:00Z,58,51,15.2,16.7
3419,2024-10-01T00:00:00Z,57,64,10.3,10.6
3419,2024-11-01T00:00:00Z,65,54,10.7,11.9
3419,2020-07-01T00:00:00Z,42,78,5.3,5.5
18357,2025-03-01T00:00:00Z,53,54,1521.3,2281.9
18357,2020-03-01T00:00:00Z,51,50,4.9,5.1
18357,2023-05-01T00:00:00Z,44,72,2.7,2.9
18357,2022-02-01T00:00:00Z,54,44,6.4,6.6
18357,2024-08-01T00:00:00Z,38,80,1667.7,2499.7
18357,2025-07-01T00:00:00Z,33,85,1657.4,2486.1
18357,2022-11-01T00:00:00Z,60,42,12.3,13.5
18357,2024-03-01T00:00:00Z,51,52,1516.6,2275
18357,2020-07-01T00:00:00Z,35,81,3,3.1
18357,2023-11-01T00:00:00Z,63,47,11.2,11.8
18357,2020-04-01T00:00:00Z,43,59,2.2,2.2
18357,2024-06-01T00:00:00Z,38,75,1650,2475.4
18357,2020-05-01T00:00:00Z,48,66,1.4,1.4
18357,2020-01-01T00:00:00Z,58,47,6.9,7.9
18357,2023-07-01T00:00:00Z,30,85,4.1,4.3
18357,2020-12-01T00:00:00Z,62,42,11.1,12.6
18357,2023-04-01T00:00:00Z,50,56,1.1,1.1
18357,2024-10-01T00:00:00Z,58,53,1498.2,2247
18357,2024-07-01T00:00:00Z,31,86,1667,2498.9
18357,2023-10-01T00:00:00Z,58,60,6.4,6.6
18357,2024-01-01T00:00:00Z,62,37,1000.6,1498.8
18357,2020-11-01T00:00:00Z,61,47,9,10.4
18357,2021-01-01T00:00:00Z,58,47,9.3,10.4
18357,2021-09-01T00:00:00Z,44,71,9.6,11.8
18357,2022-12-01T00:00:00Z,59,38,5.8,6
18357,2021-08-01T00:00:00Z,36,82,16.5,21.9
18357,2023-09-01T00:00:00Z,48,71,3.6,3.7
18357,2023-03-01T00:00:00Z,50,48,1.8,1.9
18357,2025-04-01T00:00:00Z,51,56,1536.4,2304.7
18357,2025-05-01T00:00:00Z,41,72,1632.5,2449.2
18357,2021-07-01T00:00:00Z,29,87,5,5.4
18357,2020-06-01T00:00:00Z,43,73,1,1
18357,2025-06-01T00:00:00Z,35,77,1649.2,2474.1
18357,2022-05-01T00:00:00Z,51,62,0.3,0.3
18357,2025-02-01T00:00:00Z,60,42,1402.6,2102.7
18357,2021-02-01T00:00:00Z,53,43,4.5,5.1
18357,2023-12-01T00:00:00Z,66,46,7.5,7.7
18357,2024-04-01T00:00:00Z,48,57,1578.8,2368.5
18357,2025-01-01T00:00:00Z,55,39,1384.8,2073.5
18357,2021-04-01T00:00:00Z,41,66,1.5,1.5
18357,2022-09-01T00:00:00Z,43,73,16.2,20.2
18357,2023-02-01T00:00:00Z,52,42,5.1,5.3
18357,2024-02-01T00:00:00Z,59,48,1473.5,2209.5
18357,2021-11-01T00:00:00Z,61,50,8,8.4
18357,2022-06-01T00:00:00Z,48,73,0.4,0.5
18357,2022-03-01T00:00:00Z,53,54,1.9,2
18357,2022-04-01T00:00:00Z,51,52,0.8,0.9
18357,2024-05-01T00:00:00Z,45,65,1608.7,2413.4
18357,2021-12-01T00:00:00Z,58,43,4,4
18357,2024-11-01T00:00:00Z,59,51,1484,2224.6
18357,2022-01-01T00:00:00Z,63,40,8.8,9.3
18357,2021-03-01T00:00:00Z,47,52,4.5,4.7
18357,2022-07-01T00:00:00Z,35,85,2.2,2.4
18357,2020-02-01T00:00:00Z,53,47,5.4,6
18357,2023-06-01T00:00:00Z,38,76,2.7,2.8
18357,2020-10-01T00:00:00Z,50,60,4.8,5
18357,2020-08-01T00:00:00Z,34,81,5.2,5.6
18357,2020-09-01T00:00:00Z,44,72,52.4,76.5
18357,2022-08-01T00:00:00Z,36,85,5.8,5.8
18357,2021-05-01T00:00:00Z,39,68,0.9,0.9
18357,2023-08-01T00:00:00Z,39,81,29.7,39.5
18357,2021-10-01T00:00:00Z,51,60,2.2,2.2
18357,2021-06-01T00:00:00Z,34,82,1.7,1.8
18357,2022-10-01T00:00:00Z,52,63,15.6,16.2
18357,2023-01-01T00:00:00Z,57,44,4.8,4.9
10648,2024-05-01T00:00:00Z,41,68,0,0
10648,2022-05-01T00:00:00Z,44,66,0.9,0.9
10648,2025-02-01T00:00:00Z,53,52,0,0
10648,2020-03-01T00:00:00Z,49,54,4.3,4.3
10648,2021-11-01T00:00:00Z,54,59,3.3,3.4
10648,2021-08-01T00:00:00Z,36,80,4.4,4.8
10648,2022-03-01T00:00:00Z,48,59,1.5,1.5
10648,2022-10-01T00:00:00Z,48,66,12.4,15.4
10648,2023-06-01T00:00:00Z,36,73,1.8,1.8
10648,2024-02-01T00:00:00Z,52,56,0,0
10648,2020-01-01T00:00:00Z,56,56,1.3,1.3
10648,2022-11-01T00:00:00Z,52,50,9.8,10.1
10648,2021-07-01T00:00:00Z,35,80,2.8,2.9
10648,2021-10-01T00:00:00Z,51,62,2.9,2.9
10648,2024-12-01T00:00:00Z,57,53,0,0
10648,2024-11-01T00:00:00Z,55,55,1204.4,1806.9
10648,2021-05-01T00:00:00Z,40,68,1.1,1.1
10648,2022-08-01T00:00:00Z,38,80,2.6,2.7
10648,2021-01-01T00:00:00Z,55,54,867.5,1300.2
10648,2025-07-01T00:00:00Z,33,82,9.7,14.2
10648,2024-06-01T00:00:00Z,38,75,1.9,2.1
10648,2023-03-01T00:00:00Z,52,51,1.9,1.9
10648,2025-05-01T00:00:00Z,40,69,0.1,0.2
10648,2020-02-01T00:00:00Z,53,52,5.8,5.9
10648,2022-07-01T00:00:00Z,39,81,2.7,2.7
10648,2020-10-01T00:00:00Z,49,63,6.9,7
10648,2023-05-01T00:00:00Z,41,71,2.5,2.5
10648,2024-03-01T00:00:00Z,49,56,0,0
10648,2021-12-01T00:00:00Z,54,53,1.7,1.7
10648,2020-07-01T00:00:00Z,39,74,2.4,2.4
10648,2025-04-01T00:00:00Z,43,62,0,0
10648,2025-03-01T00:00:00Z,52,57,0,0
10648,2020-11-01T00:00:00Z,53,55,5.4,5.5
10648,2025-01-01T00:00:00Z,53,48,0,0
10648,2020-12-01T00:00:00Z,55,52,2258.3,3386.2
10648,2021-02-01T00:00:00Z,53,54,1.5,1.5
10648,2022-09-01T00:00:00Z,42,74,6.3,6.9
10648,2022-02-01T00:00:00Z,49,52,4.6,4.6
10648,2025-06-01T00:00:00Z,37,75,5.5,7.9
10648,2023-11-01T00:00:00Z,56,55,9.3,9.6
10648,2021-04-01T00:00:00Z,35,64,2,2
10648,2020-04-01T00:00:00Z,45,62,4,4
10648,2023-10-01T00:00:00Z,53,63,6,6.1
10648,2023-04-01T00:00:00Z,50,59,0.9,0.9
10648,2024-01-01T00:00:00Z,58,53,695.3,1043
10648,2024-09-01T00:00:00Z,45,73,2444.1,3666.9
10648,2020-09-01T00:00:00Z,48,73,22.7,32.6
10648,2023-07-01T00:00:00Z,34,80,2.5,2.5
10648,2021-09-01T00:00:00Z,41,72,5.3,6.3
10648,2021-03-01T00:00:00Z,46,55,2.3,2.4
10648,2020-06-01T00:00:00Z,43,75,196.7,294.6
10648,2020-05-01T00:00:00Z,43,69,216.2,323.3
10648,2023-02-01T00:00:00Z,51,49,3.9,3.9
10648,2022-12-01T00:00:00Z,53,51,4.7,4.7
10648,2022-04-01T00:00:00Z,44,59,1.2,1.2
10648,2023-08-01T00:00:00Z,35,81,9.7,12.6
